Publication Year,Author,Title,Url,Date,Extra,Manual Tags
2024,"Park, Seonho; Chen, Wenbo; Han, Dahye; Tanneau, Mathieu; Van Hentenryck, Pascal",Confidence-Aware Graph Neural Networks for Learning Reliability Assessment Commitments,https://ieeexplore.ieee.org/document/10195215/,2024-03,24 citations (Semantic Scholar/DOI) [2025-04-09] 9 citations (Crossref/DOI) [2025-04-07] 9 citations (Crossref) [2025-04-02],#done; notion; #optimization-control
2019,"Park, Junyoung; Park, Jinkyoo",Physics-induced graph neural network: An application to wind-farm power estimation,https://ideas.repec.org//a/eee/energy/v187y2019ics0360544219315555.html,2019,Publisher: Elsevier,#done; notion; #forecasting
2024,"Pan, Sheng; Jiang, He; Shu, Tong; Dong, Yao; Wang, Jianzhou",M-Dcatdgn: Enhancing Load Demand Forecasting with an Adaptive Dynamic Graph Neural Network,https://papers.ssrn.com/abstract=4947118,9/5/24,0 citations (Crossref/DOI) [2025-04-07],#done; #forecasting
2020,"Owerko, Damian; Gama, Fernando; Ribeiro, Alejandro",Optimal Power Flow Using Graph Neural Networks,https://ieeexplore.ieee.org/document/9053140/,2020-05,122 citations (Semantic Scholar/DOI) [2025-04-09] 67 citations (Crossref/DOI) [2025-04-07] 67 citations (Crossref) [2025-04-02],#done; graph neural networks; Graph neural networks; optimal power flow; Electric load flow; notion; smart grids; Neural networks; Electric power transmission networks; Flow graphs; Acoustic generators; Optimal power flows; imitation learning; Imitation learning; Optimal systems; Optimization problems; Approximate solution; Audio signal processing; Electrical generation; Numerical experiments; Small angle approximations; Speech communication; #optimization-control
2018,"Owerko, Damian; Gama, Fernando; Ribeiro, Alejandro",Predicting Power Outages Using Graph Neural Networks,https://ieeexplore.ieee.org/document/8646486/,2018-11,56 citations (Semantic Scholar/DOI) [2025-04-09] 48 citations (Crossref/DOI) [2025-04-07] 48 citations (Crossref) [2025-04-02],#done; Signal processing; Graph neural networks; Forecasting; notion; Economic development; Efficiency and reliability; Electric power; Electric power transmission networks; Engineering community; Graph signal processing; Outages; Power outage; Power outages; Scientific community; Sensor networks; Signal-processing; Weather measurement; Weather measurements; #faults-reliability
2023,"Nguyen, Bang L. H.; Vu, Tuyen V.; Nguyen, Thai-Thanh; Panwar, Mayank; Hovsapian, Rob",Spatial-Temporal Recurrent Graph Neural Networks for Fault Diagnostics in Power Distribution Systems,https://ieeexplore.ieee.org/document/10119158/,2023,43 citations (Semantic Scholar/DOI) [2025-11-26] 22 citations (Semantic Scholar/DOI) [2025-04-09] 25 citations (Crossref/DOI) [2025-04-07] 25 citations (Crossref) [2025-04-02],#done; #faults-reliability
2022,"Nauck, Christian; Lindner, Michael; Schürholt, Konstantin; Zhang, Haoming; Schultz, Paul; Kurths, Jürgen; Isenhardt, Ingrid; Hellmann, Frank",Predicting basin stability of power grids using graph neural networks,https://dx.doi.org/10.1088/1367-2630/ac54c9,2022-04,22 citations (Semantic Scholar/DOI) [2025-04-09] 18 citations (Crossref/DOI) [2025-04-07] 18 citations (Crossref) [2025-04-02] Publisher: IOP Publishing,#done; graph neural networks; Graph neural networks; Neural network model; Forecasting; power grids; machine learning; Machine learning; Electric power transmission networks; Complex networks; Renewable energy resources; Monte Carlo methods; Renewable energy source; Stability; Performance; basin stability; Basin stability; complex systems; Decentralized structures; dynamic stability; Dynamical stability; Dynamics stability; Monte Carlo sampling; nonlinear dynamics; Synthetic datasets; #faults-reliability
2024,"Nauck, Christian; Lindner, Michael; Molkenthin, Nora; Kurths, Jürgen; Schöll, Eckehard; Raisch, Jörg; Hellmann, Frank",Predicting Instability in Complex Oscillator Networks: Limitations and Potentials of Network Measures and Machine Learning,http://arxiv.org/abs/2402.17500,2/27/24,1 citations (Semantic Scholar/arXiv) [2025-04-09] arXiv:2402.17500 [nlin],#done; #faults-reliability
2024,"Nauck, Christian; Gorantla, Rohan; Lindner, Michael; Schürholt, Konstantin; Mey, Antonia S. J. S.; Hellmann, Frank",Dirac--Bianconi Graph Neural Networks -- Enabling Non-Diffusive Long-Range Graph Predictions,http://arxiv.org/abs/2407.12419,7/17/24,2 citations (Semantic Scholar/arXiv) [2025-04-09] arXiv:2407.12419 [cs],#done; #methodology
2023,"Moshtagh, Shiva; Sifat, Anwarul Islam; Azimian, Behrouz; Pal, Anamitra",Time-Synchronized State Estimation Using Graph Neural Networks in Presence of Topology Changes,https://ieeexplore.ieee.org/document/10318579/,10/15/23,6 citations (Semantic Scholar/DOI) [2025-11-26] 3 citations (Semantic Scholar/DOI) [2025-04-09] 0 citations (Crossref/DOI) [2025-04-07] 0 citations (Crossref) [2025-04-02],#done; notion; #grid-analysis
2024,"Min, Z.; Zesan, L.; Chenghua, F.; Aijun, W.; Zhenya, W.; Wenjuan, Z.",Identifying critical nodes in the power grid via deep learning methods,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/13159/131597U/Identifying-critical-nodes-in-the-power-grid-via-deep-learning/10.1117/12.3024227.full,5/13/24,0 citations (Semantic Scholar/DOI) [2025-04-09] 0 citations (Crossref/DOI) [2025-04-07] 0 citations (Crossref) [2025-04-02],#done; Convolutional neural networks; Power grids; Graph neural networks; Convolutional neural network; Deep learning; Attention mechanisms; Learning systems; Complex networks; Attention Mechanism; CNN; GNN; Learning methods; Complex large power grid; Critical node; Large power; Distinguishability; Ranking lists; #faults-reliability
2024,"Luo, Chuansheng",Fault Prediction and Classification of Large-Scale Substation Equipment Based on Neural Network,,2024,0 citations (Crossref/DOI) [2025-04-07],#done; #faults-reliability
2022,"Lopez-Garcia, Tania B.; Dominguez-Navarro, Jose Antonio",Graph Neural Network Power Flow Solver for Dynamical Electrical Networks,https://ieeexplore.ieee.org/document/9842974/,6/14/22,1 citations (Semantic Scholar/DOI) [2025-04-09] 0 citations (Crossref/DOI) [2025-04-07] 0 citations (Crossref) [2025-04-02],#done; notion; #grid-analysis
2020,"Liu, Yuxiao; Zhang, Ning; Wu, Dan; Botterud, Audun; Yao, Rui; Kang, Chongqing",Guiding Cascading Failure Search with Interpretable Graph Convolutional Network,http://arxiv.org/abs/2001.11553,1/30/20,"16 citations (Semantic Scholar/arXiv) [2025-04-09] arXiv:2001.11553 [cs, eess]",#done; notion; #faults-reliability
2023,"Liu, Shaohui; Wu, Chengyang; Zhu, Hao",Topology-Aware Graph Neural Networks for Learning Feasible and Adaptive AC-OPF Solutions,https://ieeexplore.ieee.org/document/9992121/,2023-11,44 citations (Semantic Scholar/DOI) [2025-04-09] 28 citations (Crossref/DOI) [2025-04-07] 28 citations (Crossref) [2025-04-02],#done; notion; #optimization-control
2024,"Lin, N.; Orfanoudakis, S.; Cardenas, N.O.; Giraldo, J.S.; Vergara, P.P.",PowerFlowNet: Power flow approximation using message passing Graph Neural Networks,https://linkinghub.elsevier.com/retrieve/pii/S0142061524003338,2024-09,6 citations (Semantic Scholar/DOI) [2025-04-09] 5 citations (Crossref/DOI) [2025-04-07] 4 citations (Crossref) [2025-04-02],#done; Graph neural networks; Deep learning; Power flow; Power flows; Electric load flow; Efficient power; Power flow analyze; Machine-learning; Data driven; Flow graphs; Electric network analysis; Machine Learning; Message passing; Performance; Message-passing; Electrical networks; #grid-analysis
2022,"Lin, Hui; Sun, Yan",EleGNN: Electrical-Model-Guided Graph Neural Networks for Power Distribution System State Estimation,https://ieeexplore.ieee.org/document/10000808/,12/4/22,1 citations (Semantic Scholar/DOI) [2025-04-09] 1 citations (Crossref/DOI) [2025-04-07] 1 citations (Crossref) [2025-04-02],#done; notion; #grid-analysis
2021,"Liang, Ming; Meng, Yao; Wang, Jiyu; Lubkeman, David L.; Lu, Ning",FeederGAN: Synthetic Feeder Generation via Deep Graph Adversarial Nets,https://ieeexplore.ieee.org/document/9201035/,2021-03,0 citations (Semantic Scholar/DOI) [2025-11-26] 21 citations (Semantic Scholar/DOI) [2025-04-09] 18 citations (Crossref/DOI) [2025-04-07] 18 citations (Crossref) [2025-04-02],#done; notion; #data-management
2023,"Li, Yuzhuo; Xue, Cheng; Zargari, Faraz; Li, Yunwei Ryan",From Graph Theory to Graph Neural Networks (GNNs): The Opportunities of GNNs in Power Electronics,https://ieeexplore.ieee.org/document/10368010/,2023,8 citations (Semantic Scholar/DOI) [2025-04-09] 12 citations (Crossref/DOI) [2025-04-07] 11 citations (Crossref) [2025-04-02],#done; Power; Neural-networks; Smart grid; Deep learning; Power system; Graph theory; machine learning; Machine-learning; Smart power grids; smart grids; Neural networks; deep learning; Power systems reliability; Electric potential; Artificial intelligence; E-learning; Reliability theory; Energy systems; power systems; energy systems; Power electronics; Power-electronics; graph theory; neural network; Circuit theory; electronics automation design; graph intelligent design; Graph intelligent design; Integrated circuit manufacture; Intelligent designs; power electronics; Systematic; #survey
2024,"Li, Yi; Xie, Renyou; Li, Chaojie; Wang, Yi; Dong, Zhaoyang",Federated Graph Learning for EV Charging Demand Forecasting with Personalization Against Cyberattacks,http://arxiv.org/abs/2405.00742,4/30/24,"0 citations (Semantic Scholar/arXiv) [2025-04-09] arXiv:2405.00742 [cs, stat]",#done; #forecasting
2024,"Li, Lijuan; Zhang, Qingsong; Liu, Hongliang; Xing, Baixue; Liu, Hai; Chen, Qi; Wang, Jie",Missing Data Recovery for Transmission Networks Using Graph Convolutional Networks with Location Mask,https://www.researchsquare.com/article/rs-3947828/v1,2/13/24,0 citations (Crossref/DOI) [2025-04-07] 0 citations (Crossref) [2025-04-02],#done; #data-management
2023,"Kundacina, Ognjen; Gojic, Gorana; Cosovic, Mirsad; Miskovic, Dragisa; Vukobratovic, Dejan",Scalability and Sample Efficiency Analysis of Graph Neural Networks for Power System State Estimation,https://ieeexplore.ieee.org/document/10167975/,6/5/23,2 citations (Semantic Scholar/DOI) [2025-11-26] 1 citations (Semantic Scholar/DOI) [2025-04-09] 0 citations (Crossref/DOI) [2025-04-07] 0 citations (Crossref) [2025-04-02],#done; notion; #grid-analysis
2023,"Chanda, D.; Soltani, N.Y.; ELMAN",Graph-Based Multi-Task Learning For Fault Detection In Smart Grid,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177217104&doi=10.1109%2fMLSP55844.2023.10285865&partnerID=40&md5=f68c2006008fc1b6c010c5bb6385d1f9,2023-09,"2 citations (Semantic Scholar/DOI) [2025-04-09] 5 citations (Crossref/DOI) [2025-04-07] 5 citations (Crossref) [2025-04-02] Journal Abbreviation: IEEE Int. Workshop Mach. Learn. Signal Process., MLSP",#done; graph neural networks; Graph neural networks; Smart grid; Graph-based; Cascading failures; Electric power distribution; Graphic methods; Learning systems; notion; Smart power grids; Multitask learning; Fault detection; Learning architectures; Faults detection; multi-task learning; Electrical faults; fault classification; Fault classification; Power grid operators; #faults-reliability
2022,"Calzada, D.; Hossain-Mckenzie, S.; Mao, Z.",Deep Learning Architecture for Processing Cyber-Physical Data in the Electric Grid,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128614142&doi=10.1109%2fPECI54197.2022.9744015&partnerID=40&md5=085bec59933798e62a9feb57f510f17a,2022,"4 citations (Semantic Scholar/DOI) [2025-04-09] 3 citations (Crossref/DOI) [2025-04-07] 3 citations (Crossref) [2025-04-02] Journal Abbreviation: IEEE Power Energy Conf. Illinois, PECI",#done; Graph neural networks; Deep learning; machine learning; notion; Cyber security; cybersecurity; Cybersecurity; Electric power transmission networks; Physical data; Cyber Physical System; Cyber physicals; Electric power system protection; Energy systems; Cybe-physical data; cyber-physical data; energy system; network; Network; rationale graph neural network; Rationale graph neural network; special protection scheme; Special protection schemes; Transformer modeling; transformer models; #data-management
2022,"Boyaci, O.; Umunnakwe, A.; Sahu, A.; Narimani, M.R.; Ismail, M.; Davis, K.R.; Serpedin, E.",Graph Neural Networks Based Detection of Stealth False Data Injection Attacks in Smart Grids,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118055312&doi=10.1109%2fJSYST.2021.3109082&partnerID=40&md5=079997f48a91da1431375f43842044b0,2022,88 citations (Semantic Scholar/DOI) [2025-04-09] 84 citations (Crossref/DOI) [2025-04-07] 84 citations (Crossref) [2025-04-02] Publisher: Institute of Electrical and Electronics Engineers Inc.,#done; Graph neural networks; Power; Graph neural network; smart grid; Smart grid; Network security; Power system; Topology; False data injection attacks; Smart power grids; Machine learning; graph neural networks (GNNs); machine learning (ML); Power measurement; Electric power transmission networks; Power systems security; Covariance matrices; Covariance matrix; False data injection attack; False data injection attacks (FDIAs); power system security; #cybersecurity
2024,"Behdadnia, T.; Thoelen, K.; Zobiri, F.; Deconinck, G.",Spatial-Temporal Graph Neural Network for Detecting and Localizing Anomalies in PMU Networks,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189635217&doi=10.1007%2f978-3-031-56776-6_7&partnerID=40&md5=49ea26305d53832b3b77e1e7792ac04b,2024,Journal Abbreviation: Commun. Comput. Info. Sci. Pages: 82 Publication Title: Commun. Comput. Info. Sci. DOI: 10.1007/978-3-031-56776-6_7,#done; Graph neural networks; Power; Graph neural network; Phasor measurement units; Anomaly detection; Cyber attacks; Long short-term memory; Network security; Graphic methods; Spatial temporals; Temporal graphs; Computer crime; Cyber security; Brain; Real- time; State estimation; Real time systems; Cyber Physical System; Anomaly Detection; Graph Neural Network (GNN); Chemical detection; Cyber-Security; False data injection; False Data Injection; Long Short-Term Memory (LSTM); #faults-reliability
2024,"Aironi, C.; Cornell, S.; Squartini, S.",A Graph-Based Neural Approach to Linear Sum Assignment Problems,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182770794&doi=10.1142%2fS0129065724500114&partnerID=40&md5=b5418e5734e0b82bf8d02a00fabf547c,2024,2 citations (Semantic Scholar/DOI) [2025-04-09] 1 citations (Crossref/DOI) [2025-04-07] 1 citations (Crossref/DOI) [2025-04-07] 1 citations (Crossref) [2025-04-02] Publisher: World Scientific,"#done; graph neural networks; Graph neural networks; Smart grid; Graph-based; Heuristic algorithms; Electric power distribution; Graphic methods; notion; Smart power grids; Deep neural networks; Smart meters; artificial neural network; learning; algorithm; Integer programming; Message passing; Algorithms; Assignment problems; Combinatorial optimization; Combinatorial optimization problems; computer simulation; Computer Simulation; deep neural networks; Grid optimization; Heuristic methods; Learning; Linear assignment problem; Linear networks; Linear sum assignment; Neural Networks, Computer; Optimal systems; reproducibility; Reproducibility of Results; smart grid optimization; Smart grid optimization; Smart meter scheduling; smart meters scheduling; #methodology"
2024,"Zou, Gang; Xia, Min; Zhang, Liudong; Lei, Zhen; Peng, Zhiqiang; Liu, Jun",UMGAN: multi-scale graph attention network for grid parameter identification,https://doi.org/10.1007/s00202-024-02589-0,7/11/24,0 citations (Semantic Scholar/DOI) [2025-04-09] 0 citations (Crossref/DOI) [2025-04-07] 0 citations (Crossref) [2025-04-02],#done; Power grids; Graph neural networks; Deep learning; Attention mechanism; Attention mechanisms; Convolution; Learning systems; Electric power transmission networks; Crime; Electric power transmission; Parameter estimation; Parameters identification; Multi-scales; Learning methods; Data corruption; Multi-scale graph convolution; Parameter identification; Shaped structures; U-shaped; U-shaped structure; #grid-analysis
